"source","EpiWeek","DateMin","DateMax","SuspCases","ProbCases","ConfCases","ConfDeaths","CFR"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_26.pdf",26,2019-06-24,2019-06-30,49,0,2,1,"50.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_27.pdf",27,2019-07-01,2019-07-07,77,0,20,3,"15.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_28.pdf",28,2019-07-08,2019-07-14,84,0,7,1,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_29.pdf",29,2019-07-15,2019-07-21,66,1,9,4,"44.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_30.pdf",30,2019-07-22,2019-07-28,105,0,9,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_31.pdf",31,2019-07-29,2019-08-04,89,0,11,1,"9.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_32.pdf",32,2019-08-05,2019-08-11,99,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_33.pdf",33,2019-08-12,2019-08-18,64,0,2,0,"0.0"
NA,34,2019-08-19,2019-08-25,NA,NA,NA,NA,NA
NA,35,2019-08-26,2019-09-01,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_36.pdf",36,2019-09-02,2019-09-08,231,0,9,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_37.pdf",37,2019-09-09,2019-09-15,31,0,7,2,"28.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_38.pdf",38,2019-09-16,2019-09-22,99,0,7,2,"28.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_39.pdf",39,2019-09-23,2019-09-29,104,0,13,2,"15.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_40.pdf",40,2019-09-30,2019-10-06,88,0,7,1,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_41.pdf",41,2019-10-07,2019-10-13,80,1,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_42.pdf",42,2019-10-14,2019-10-20,110,0,13,2,"15.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_43.pdf",43,2019-10-21,2019-10-27,89,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_44.pdf",44,2019-10-28,2019-11-03,98,0,11,1,"9.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_45.pdf",45,2019-11-04,2019-11-10,104,0,10,2,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_46.pdf",46,2019-11-11,2019-11-17,97,0,13,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_47.pdf",47,2019-11-18,2019-11-24,84,0,8,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_48.pdf",48,2019-11-25,2019-12-01,90,0,8,2,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_49.pdf",49,2019-12-02,2019-12-08,49,0,13,4,"30.8"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_50.pdf",50,2019-12-09,2019-12-15,77,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_51.pdf",51,2019-12-16,2019-12-22,70,0,7,3,"42.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_52.pdf",52,2019-12-23,2019-12-29,90,0,16,4,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_01.pdf",1,2019-12-30,2020-01-05,98,0,18,2,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_02.pdf",2,2020-01-06,2020-01-12,158,0,64,12,"18.8"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_03.pdf",3,2020-01-13,2020-01-19,159,0,81,10,"12.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_04.pdf",4,2020-01-20,2020-01-26,318,3,95,19,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_05.pdf",5,2020-01-27,2020-02-02,531,0,104,6,"5.8"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_06.pdf",6,2020-02-03,2020-02-09,482,1,109,8,"7.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_07.pdf",7,2020-02-10,2020-02-16,471,3,115,18,"15.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_08.pdf",8,2020-02-17,2020-02-23,456,0,102,13,"12.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_09.pdf",9,2020-02-24,2020-03-01,421,0,85,11,"12.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_10.pdf",10,2020-03-02,2020-03-08,364,2,81,9,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_11.pdf",11,2020-03-09,2020-03-15,319,0,51,9,"17.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_12.pdf",12,2020-03-16,2020-03-22,279,0,28,3,"10.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_13.pdf",13,2020-03-23,2020-03-29,182,0,19,1,"5.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_14.pdf",14,2020-03-30,2020-04-05,93,0,12,3,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_15.pdf",15,2020-04-06,2020-04-12,99,0,10,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_16.pdf",16,2020-04-13,2020-04-19,89,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_17.pdf",17,2020-04-20,2020-04-26,83,0,8,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_18.pdf",18,2020-04-27,2020-05-03,64,0,5,2,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_19.pdf",19,2020-05-04,2020-05-10,72,0,9,1,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_20.pdf",20,2020-05-11,2020-05-17,68,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_21.pdf",21,2020-05-18,2020-05-24,80,0,9,2,"22.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_22.pdf",22,2020-05-25,2020-05-31,73,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_23.pdf",23,2020-06-01,2020-06-07,91,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_24.pdf",24,2020-06-08,2020-06-14,74,0,5,2,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_25.pdf",25,2020-06-15,2020-06-21,55,0,5,2,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_26.pdf",26,2020-06-22,2020-06-28,67,0,4,2,"50.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_27.pdf",27,2020-06-29,2020-07-05,52,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_28.pdf",28,2020-07-06,2020-07-12,33,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_29.pdf",29,2020-07-13,2020-07-19,80,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_30.pdf",30,2020-07-20,2020-07-26,26,0,0,0,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_31.pdf",31,2020-07-27,2020-08-02,46,0,3,1,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_32.pdf",32,2020-08-03,2020-08-09,56,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_33.pdf",33,2020-08-10,2020-08-16,33,0,1,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_34.pdf",34,2020-08-17,2020-08-23,47,0,11,3,"27.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_35.pdf",35,2020-08-24,2020-08-30,27,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_36.pdf",36,2020-08-31,2020-09-06,46,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_37.pdf",37,2020-09-07,2020-09-13,47,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_38.pdf",38,2020-09-14,2020-09-20,11,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_39.pdf",39,2020-09-21,2020-09-27,41,0,7,1,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_40.pdf",40,2020-09-28,2020-10-04,38,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_41.pdf",41,2020-10-05,2020-10-11,53,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_42.pdf",42,2020-10-12,2020-10-18,94,0,13,2,"15.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_43.pdf",43,2020-10-19,2020-10-25,51,0,3,2,"66.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_44.pdf",44,2020-10-26,2020-11-01,79,0,11,1,"9.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_45.pdf",45,2020-11-02,2020-11-08,98,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_46.pdf",46,2020-11-09,2020-11-15,91,0,2,1,"50.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_47.pdf",47,2020-11-16,2020-11-22,81,0,10,2,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_48.pdf",48,2020-11-23,2020-11-29,133,0,6,2,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_49.pdf",49,2020-11-30,2020-12-06,69,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_50.pdf",50,2020-12-07,2020-12-13,55,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_51.pdf",51,2020-12-14,2020-12-20,78,0,12,1,"8.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_52.pdf",52,2020-12-21,2020-12-27,64,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2020/Lassa_2020_53.pdf",53,2020-12-28,2021-01-03,59,0,8,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_01.pdf",1,2021-01-04,2021-01-10,109,0,9,2,"22.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_02.pdf",2,2021-01-11,2021-01-17,117,0,14,2,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_03.pdf",3,2021-01-18,2021-01-24,129,0,17,3,"17.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_04.pdf",4,2021-01-25,2021-01-31,153,0,14,2,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_05.pdf",5,2021-02-01,2021-02-07,107,0,12,1,"8.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_06.pdf",6,2021-02-08,2021-02-14,91,0,17,6,"35.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_07.pdf",7,2021-02-15,2021-02-21,113,1,19,3,"15.8"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_08.pdf",8,2021-02-22,2021-02-28,140,0,34,6,"17.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_09.pdf",9,2021-03-01,2021-03-07,107,0,25,1,"4.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_10.pdf",10,2021-03-08,2021-03-14,145,0,30,6,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_11.pdf",11,2021-03-15,2021-03-21,136,0,32,4,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_12.pdf",12,2021-03-22,2021-03-28,84,0,7,3,"42.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_13.pdf",13,2021-03-29,2021-04-04,78,1,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_14.pdf",14,2021-04-05,2021-04-11,43,0,8,1,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_15.pdf",15,2021-04-12,2021-04-18,43,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_16.pdf",16,2021-04-19,2021-04-25,59,0,7,2,"28.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_17.pdf",17,2021-04-26,2021-05-02,73,0,8,3,"37.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_18.pdf",18,2021-05-03,2021-05-09,61,0,10,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_24.pdf",19,2021-05-10,2021-05-16,61,0,1,1,"100.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_25.pdf",20,2021-05-17,2021-05-23,83,0,8,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_26.pdf",22,2021-05-31,2021-06-06,52,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_27.pdf",25,2021-06-21,2021-06-27,65,0,13,1,"7.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_28.pdf",26,2021-06-28,2021-07-04,67,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_29.pdf",27,2021-07-05,2021-07-11,69,0,7,4,"57.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_30.pdf",28,2021-07-12,2021-07-18,70,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_31.pdf",29,2021-07-19,2021-07-25,66,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_32.pdf",31,2021-08-02,2021-08-08,65,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_33.pdf",33,2021-08-16,2021-08-22,58,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_34.pdf",34,2021-08-23,2021-08-29,83,0,9,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_35.pdf",35,2021-08-30,2021-09-05,74,0,0,0,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_36.pdf",36,2021-09-06,2021-09-12,60,0,4,3,"75.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_37.pdf",37,2021-09-13,2021-09-19,73,0,1,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_38.pdf",38,2021-09-20,2021-09-26,71,0,9,1,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_39.pdf",39,2021-09-27,2021-10-03,51,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_40.pdf",40,2021-10-04,2021-10-10,63,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_41.pdf",41,2021-10-11,2021-10-17,67,0,7,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_42.pdf",42,2021-10-18,2021-10-24,81,0,8,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_43.pdf",43,2021-10-25,2021-10-31,77,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_44.pdf",44,2021-11-01,2021-11-07,72,0,7,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_45.pdf",45,2021-11-08,2021-11-14,113,0,8,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_46.pdf",46,2021-11-15,2021-11-21,108,0,9,1,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_47.pdf",47,2021-11-22,2021-11-28,91,1,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_48.pdf",48,2021-11-29,2021-12-05,84,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_49.pdf",49,2021-12-06,2021-12-12,123,1,10,3,"30.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_50.pdf",50,2021-12-13,2021-12-19,190,0,10,3,"30.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_51.pdf",51,2021-12-20,2021-12-26,193,0,29,3,"10.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2021/Lassa_2021_52.pdf",52,2021-12-27,2022-01-02,174,1,28,3,"10.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_01.pdf",1,2022-01-03,2022-01-09,222,0,48,2,"4.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_02.pdf",2,2022-01-10,2022-01-16,244,0,48,6,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_03.pdf",3,2022-01-17,2022-01-23,294,0,74,11,"14.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_04.pdf",4,2022-01-24,2022-01-30,229,1,42,6,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_05.pdf",5,2022-01-31,2022-02-06,323,2,58,6,"10.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_06.pdf",6,2022-02-07,2022-02-13,278,1,77,11,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_07.pdf",7,2022-02-14,2022-02-20,356,0,91,21,"23.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_08.pdf",8,2022-02-21,2022-02-27,441,0,90,12,"13.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_09.pdf",9,2022-02-28,2022-03-06,388,0,57,13,"22.8"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_10.pdf",10,2022-03-07,2022-03-13,257,0,33,1,"3.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_11.pdf",11,2022-03-14,2022-03-20,233,0,29,6,"20.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_12.pdf",12,2022-03-21,2022-03-27,224,0,22,4,"18.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_13.pdf",13,2022-03-28,2022-04-03,204,3,10,4,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_14.pdf",14,2022-04-04,2022-04-10,217,0,24,6,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_15.pdf",15,2022-04-11,2022-04-17,164,0,18,1,"5.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_16.pdf",16,2022-04-18,2022-04-24,145,0,18,1,"5.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_17.pdf",17,2022-04-25,2022-05-01,183,0,8,3,"37.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_18.pdf",18,2022-05-02,2022-05-08,72,0,3,2,"66.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_24.pdf",24,2022-06-13,2022-06-19,88,0,8,3,"37.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_25.pdf",25,2022-06-20,2022-06-26,115,0,10,1,"10.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_26.pdf",26,2022-06-27,2022-07-03,130,0,9,1,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_27.pdf",27,2022-07-04,2022-07-10,139,0,13,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_28.pdf",28,2022-07-11,2022-07-17,107,0,5,2,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_29.pdf",29,2022-07-18,2022-07-24,134,0,10,2,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_30.pdf",30,2022-07-25,2022-07-31,100,0,10,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_31.pdf",31,2022-08-01,2022-08-07,136,0,13,1,"7.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_32.pdf",32,2022-08-08,2022-08-14,178,0,9,3,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_33.pdf",33,2022-08-15,2022-08-21,88,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_34.pdf",34,2022-08-22,2022-08-28,79,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_35.pdf",35,2022-08-29,2022-09-04,76,0,10,1,"10.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_36.pdf",36,2022-09-05,2022-09-11,113,0,8,1,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_37.pdf",37,2022-09-12,2022-09-18,70,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_38.pdf",38,2022-09-19,2022-09-25,37,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_39.pdf",39,2022-09-26,2022-10-02,85,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_40.pdf",40,2022-10-03,2022-10-09,29,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_41.pdf",41,2022-10-10,2022-10-16,97,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_42.pdf",42,2022-10-17,2022-10-23,95,0,7,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_43.pdf",43,2022-10-24,2022-10-30,108,0,10,1,"10.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_44.pdf",44,2022-10-31,2022-11-06,110,0,17,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_45.pdf",45,2022-11-07,2022-11-13,96,0,10,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_46.pdf",46,2022-11-14,2022-11-20,103,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_47.pdf",47,2022-11-21,2022-11-27,98,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_48.pdf",48,2022-11-28,2022-12-04,171,0,22,3,"13.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_49.pdf",49,2022-12-05,2022-12-11,146,0,13,1,"7.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_50.pdf",50,2022-12-12,2022-12-18,74,0,10,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_51.pdf",51,2022-12-19,2022-12-25,147,0,17,1,"5.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_52.pdf",52,2022-12-26,2023-01-01,79,0,12,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2022/Lassa_2022_53.pdf",53,2023-01-02,2023-01-08,104,0,30,1,"3.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_02.pdf",2,2023-01-09,2023-01-15,231,0,77,6,"7.8"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_03.pdf",3,2023-01-16,2023-01-22,560,0,137,18,"13.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_04.pdf",4,2023-01-23,2023-01-29,445,0,117,16,"13.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_05.pdf",5,2023-01-30,2023-02-05,455,1,106,15,"14.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_06.pdf",6,2023-02-06,2023-02-12,415,2,68,15,"22.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_07.pdf",7,2023-02-13,2023-02-19,384,0,46,9,"19.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_08.pdf",8,2023-02-20,2023-02-26,351,0,59,10,"16.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_09.pdf",9,2023-02-27,2023-03-05,295,0,40,5,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2023/Lassa_2023_10.pdf",10,2023-03-06,2023-03-12,292,0,70,19,"27.1"
